Category_ID,Visitors,Reg Customers,Purchasing Customers,Regd Purchasing Customers,Repeat customers,Sales,Valid Transactions,Packet Size
47,1494,1292,1079,874,498,966852,1483,651.9568442
47,1438,1165,1038,768,277,785967,1326,592.7352941
47,1504,1155,1014,862,500,864968,1249,692.5284227
47,1655,1288,1011,748,262,375144,1575,238.1866667
47,1274,1046,835,676,250,205034,1035,198.1004831
47,507,185,0,0,0,0,0,0
47,1579,1298,1108,1097,340,576724,1165,495.0420601
47,1450,1239,1067,907,399,898092,1489,603.1511081
47,1524,1266,1016,772,417,267546,1640,163.1378049
47,1412,1204,981,755,317,612616,1869,327.7774211
47,1441,1083,944,765,421,720000,1689,426.2877442
47,1174,965,857,728,313,745535,1337,557.617801
47,556,210,0,0,0,0,0,0
47,1574,1264,978,919,331,654704,1523,429.8778726
47,1336,1011,866,840,470,387655,1343,288.648548
47,1430,1065,913,886,390,521680,1121,465.3702052
47,1385,1036,906,680,224,633555,1338,473.5089686
47,1210,970,822,814,456,653004,1146,569.8115183
47,1278,944,830,805,483,500938,1422,352.2770745
47,612,244,0,0,0,0,0,0
47,1574,1323,1152,1014,588,660813,1652,400.0078692
47,1667,1323,1083,1083,412,346522,1995,173.6952381
47,1704,1343,1172,832,399,512592,1611,318.1824953
47,1657,1330,1134,1009,595,1137492,1495,760.864214
47,1754,1375,1158,996,378,823732,1287,640.040404
47,1578,1299,1018,733,293,918330,1746,525.9621993
47,413,161,0,0,0,0,0,0
47,1849,1486,1208,1099,484,1131604,1632,693.3848039
47,1761,1466,1198,1186,451,479250,1319,363.343442
47,1560,1271,1154,1039,540,533868,1966,271.5503561
47,1662,1336,1120,1064,543,1206632,1449,832.7342995
47,1672,1437,1317,1198,384,1438516,2226,646.2336029
47,1473,1090,892,803,369,208096,1161,179.2385874
47,528,296,0,0,0,0,0,0
47,1461,1187,1045,742,267,392350,1369,286.5960555
47,1346,1142,1016,792,254,458450,1468,312.2956403
47,1502,1160,969,833,450,521779,1602,325.7047441
47,1288,1008,876,815,285,257400,1324,194.4108761
47,1246,962,802,770,447,333788,1579,211.3920203
47,1381,1095,927,677,305,467870,1666,280.8343337
47,418,108,0,0,0,0,0,0
47,1758,1533,1327,1115,435,1045254,2105,496.5577197
47,1838,1445,1297,1141,422,761524,1599,476.2501563
47,1729,1387,1198,887,417,1076916,1894,568.593453
47,1658,1368,1223,1174,599,1287885,2111,610.0828991
47,1769,1397,1170,1018,601,433040,1365,317.2454212
47,1481,1215,922,867,321,435325,1642,265.1187576
47,612,276,0,0,0,0,0,0
47,1806,1451,1206,1158,521,565240,2141,264.0074731
47,1893,1615,1341,1261,605,900960,1704,528.7323944
47,1163,843,584,420,202,303280,636,476.8553459
47,550,205,0,0,0,0,0,0
47,480,141,0,0,0,0,0,0
47,1359,1031,864,657,328,586432,1374,426.8064047
47,588,258,0,0,0,0,0,0
47,1592,1387,1123,876,394,842010,1459,577.114462
47,1564,1321,1195,1123,663,694623,2221,312.7523638
47,1249,893,638,536,236,406202,840,483.5738095
48,483,278,0,0,0,0,0,0
48,965,574,448,399,179,441840,587,752.7086882
48,911,627,451,433,143,416925,813,512.8228782
48,801,589,314,314,185,173072,379,456.6543536
48,650,264,0,0,0,0,0,0
48,890,663,548,389,183,271895,614,442.8257329
48,1009,700,542,423,169,315840,726,435.0413223
48,1008,659,484,344,158,398199,803,495.8891656
48,1068,679,449,359,190,194310,563,345.1332149
48,818,598,489,479,192,267096,580,460.5103448
48,909,595,298,229,92,299976,333,900.8288288
48,683,290,0,0,0,0,0,0
48,811,545,439,435,209,322180,582,553.5738832
48,1086,704,468,435,244,142920,625,228.672
48,852,604,420,416,204,279708,582,480.5979381
48,895,496,384,384,161,190991,720,265.2652778
48,1002,716,451,338,129,439988,902,487.7915743
48,839,619,340,275,149,362940,489,742.208589
48,394,152,0,0,0,0,0,0
48,1173,824,546,459,248,358088,618,579.4304207
48,960,659,459,445,267,418656,584,716.8767123
48,991,635,435,405,194,328926,632,520.4525316
48,870,620,399,319,140,201376,754,267.0769231
48,847,581,474,469,197,327250,716,457.0530726
48,783,509,296,269,116,215512,302,713.615894
48,458,184,0,0,0,0,0,0
48,948,667,444,337,165,338343,694,487.5259366
48,738,498,392,380,221,233381,453,515.1898455
48,900,646,431,328,183,262548,840,312.5571429
48,809,578,405,377,128,327033,598,546.8779264
48,957,647,438,377,200,287178,471,609.7197452
48,888,560,324,246,74,198324,460,431.1391304
48,551,281,0,0,0,0,0,0
48,1064,840,613,478,277,310209,665,466.4796992
48,1124,748,526,473,218,607962,739,822.6820027
48,1088,734,494,445,227,146816,594,247.1649832
48,1059,694,480,360,119,353280,510,692.7058824
48,879,635,464,339,149,220800,647,341.2673879
48,839,466,340,286,117,333733,345,967.342029
48,496,200,0,0,0,0,0,0
48,1121,758,458,394,122,323962,617,525.0599676
48,872,640,416,387,201,374330,716,522.8072626
48,1008,784,502,492,256,197156,782,252.1176471
48,813,588,421,299,161,162894,705,231.0553191
48,855,616,489,367,202,355323,947,375.2090813
48,730,444,339,264,95,125190,620,201.9193548
48,445,200,0,0,0,0,0,0
48,1042,702,567,459,142,273104,795,343.527044
48,838,613,458,417,242,473880,904,524.2035398
48,1007,634,440,352,176,409382,739,553.9675237
48,890,606,444,369,170,143080,583,245.4202401
48,925,696,464,459,230,328880,854,385.1053864
48,994,596,332,319,143,271539,511,531.3874755
48,505,297,0,0,0,0,0,0
48,990,707,459,413,165,214480,884,242.6244344
48,955,574,400,288,130,405671,660,614.6530303
48,957,579,403,367,198,317316,707,448.8203678
48,797,586,461,350,175,397782,646,615.7616099
48,1003,696,460,386,116,299820,915,327.6721311
48,844,480,362,355,160,295603,463,638.4514039
48,608,234,0,0,0,0,0,0
48,1126,751,618,494,163,274482,626,438.4696486
48,931,701,496,427,158,348040,633,549.8262243
48,889,679,459,330,178,339012,595,569.7680672
48,1018,688,476,428,193,404984,820,493.8829268
48,965,735,491,432,259,334802,898,372.830735
48,736,477,310,288,101,96624,452,213.7699115
48,669,278,0,0,0,0,0,0
48,796,539,422,325,101,110772,549,201.7704918
48,934,706,414,410,172,158719,665,238.675188
48,1062,725,429,399,184,315304,756,417.0687831
48,868,609,375,371,193,209720,544,385.5147059
48,904,537,407,330,185,276834,762,363.2992126
48,818,554,334,307,123,347001,440,788.6386364
48,445,145,0,0,0,0,0,0
48,1126,792,554,554,266,223342,863,258.797219
48,851,634,462,388,186,506456,689,735.0595065
48,829,555,441,428,128,388416,483,804.173913
48,803,573,435,357,111,217260,619,350.9854604
48,916,613,418,305,122,444938,567,784.7231041
48,828,490,344,241,72,246656,590,418.0610169
48,610,282,0,0,0,0,0,0
48,1102,744,467,327,111,310560,744,417.4193548
48,996,604,426,302,91,237921,745,319.357047
48,866,534,396,285,91,293930,561,523.9393939
48,1047,682,426,307,144,223587,650,343.98
48,891,540,440,383,218,154616,459,336.8540305
48,820,602,354,343,189,302680,665,455.1578947
48,586,238,0,0,0,0,0,0
48,1036,692,542,450,148,284310,679,418.718704
48,1174,784,520,484,261,247457,537,460.8137803
48,1171,772,496,417,175,571914,947,603.9218585
48,995,728,457,398,215,396180,766,517.2062663
48,869,496,379,371,178,218624,675,323.8874074
48,743,542,364,353,162,271997,714,380.9481793
48,627,234,0,0,0,0,0,0
48,952,705,507,375,180,404388,510,792.9176471
48,1003,652,395,395,170,291465,440,662.4204545
48,1014,661,454,409,188,122784,846,145.1347518
48,817,587,466,350,164,173788,723,240.3706777
48,933,668,468,379,182,442200,681,649.339207
48,895,653,366,362,163,135880,495,274.5050505
48,358,101,0,0,0,0,0,0
48,1087,783,572,452,230,497200,1093,454.894785
48,1119,727,569,404,125,592900,689,860.5224964
48,943,731,532,388,179,573912,610,940.8393443
48,1239,839,660,475,185,661276,1075,615.1404651
48,490,139,0,0,0,0,0,0
48,1102,705,464,353,127,297135,818,363.2457213
48,416,211,0,0,0,0,0,0
48,629,240,0,0,0,0,0,0
48,1066,738,445,392,168,378672,840,450.8
48,888,625,445,387,178,262560,812,323.3497537
48,1027,634,480,360,119,163932,751,218.2849534
48,914,686,470,414,170,376464,888,423.9459459
48,977,624,333,300,177,112517,391,287.7672634
48,488,261,0,0,0,0,0,0
48,1070,751,529,518,311,232650,1047,222.2063037
48,1086,698,524,435,252,204512,622,328.7974277
48,1033,758,551,463,222,564661,986,572.678499
48,458,241,0,0,0,0,0,0
48,1152,793,561,443,142,436296,570,765.4315789
48,854,586,351,291,134,274536,353,777.7223796
48,641,248,0,0,0,0,0,0
48,1037,743,598,443,208,628845,1016,618.9419291
48,993,782,496,481,188,420066,808,519.8836634
48,866,598,444,408,216,452791,768,589.5716146
48,839,618,424,352,151,295527,552,535.375
48,905,676,447,335,178,431135,709,608.0888575
48,915,593,385,277,97,424446,407,1042.864865
48,485,185,0,0,0,0,0,0
48,1038,723,425,306,101,125862,527,238.8273245
48,1137,784,507,370,204,318370,662,480.9214502
48,1016,716,458,362,119,287175,576,498.5677083
48,1008,628,453,394,138,266328,762,349.511811
48,990,627,436,327,160,165534,643,257.4401244
48,697,483,326,267,136,292896,451,649.4368071
48,547,249,0,0,0,0,0,0
48,999,789,571,542,282,334860,1053,318.005698
48,911,620,461,443,257,468832,686,683.4285714
48,799,534,426,375,112,284310,823,345.4556501
48,867,536,432,372,130,141480,778,181.8508997
48,950,574,432,402,217,185717,827,224.56711
48,839,581,370,281,152,265188,686,386.5714286
48,351,150,0,0,0,0,0,0
48,978,591,478,459,179,166608,632,263.6202532
48,1003,667,465,330,182,212517,546,389.2252747
48,936,685,521,375,176,229850,586,392.2354949
48,577,217,0,0,0,0,0,0
48,787,572,438,399,175,272640,619,440.4523425
48,675,366,265,191,59,101262,492,205.8170732
48,546,245,0,0,0,0,0,0
48,960,637,493,424,225,389707,831,468.9614922
48,947,597,428,338,152,214864,797,269.5909661
48,836,636,391,321,125,206264,780,264.4410256
48,852,500,374,348,177,236664,374,632.7914439
48,963,610,475,442,181,238341,872,273.3268349
48,768,453,269,207,114,77022,442,174.2579186
48,561,229,0,0,0,0,0,0
48,590,271,0,0,0,0,0,0
48,778,538,426,383,207,331100,618,535.7605178
48,777,531,386,301,129,225964,582,388.2542955
48,996,686,389,373,172,259160,726,356.969697
48,827,507,373,313,138,236739,693,341.6147186
48,946,562,304,280,89,277084,394,703.2588832
48,648,253,0,0,0,0,0,0
48,899,637,446,424,131,452816,788,574.6395939
48,1079,696,426,358,125,146927,580,253.3224138
48,927,661,403,363,127,117888,605,194.8561983
48,818,552,389,284,162,126176,614,205.4983713
48,1002,693,416,383,214,324864,449,723.5278396
48,755,426,271,214,73,235074,493,476.8235294
48,418,137,0,0,0,0,0,0
48,882,607,394,323,103,229880,647,355.301391
48,798,597,345,335,194,271387,432,628.2106481
48,681,466,335,302,166,242556,633,383.1848341
48,717,454,351,267,149,145964,369,395.5663957
48,915,598,357,325,192,348551,487,715.7104723
48,743,438,287,276,129,224856,474,474.3797468
48,379,171,0,0,0,0,0,0
48,874,624,506,420,202,607581,932,651.9109442
48,1025,641,435,392,176,408020,722,565.1246537
48,913,677,410,303,109,399360,556,718.2733813
48,862,595,400,280,120,435330,652,667.6840491
48,990,628,385,343,106,277652,427,650.2388759
48,688,358,241,169,81,156001,248,629.0362903
48,386,146,0,0,0,0,0,0
48,931,548,396,376,184,142920,431,331.6009281
48,817,605,333,266,136,107913,381,283.2362205
48,850,632,356,292,96,151584,675,224.5688889
48,928,582,362,355,213,334332,454,736.4140969
48,684,474,367,290,113,135765,445,305.0898876
48,645,407,256,215,99,271232,310,874.9419355
48,345,113,0,0,0,0,0,0
48,828,606,405,320,118,237660,657,361.7351598
48,1043,684,393,322,126,414540,454,913.0837004
48,926,630,383,310,149,115620,650,177.8769231
48,801,571,389,300,165,415840,691,601.7945007
48,876,520,363,352,130,229180,403,568.6848635
48,841,512,226,201,97,74999,308,243.5032468
48,523,299,0,0,0,0,0,0
48,881,556,349,283,122,366282,490,747.5142857
48,897,539,328,315,129,363402,586,620.1399317
48,815,436,327,311,162,211350,464,455.4956897
48,819,446,295,236,83,204708,502,407.7848606
48,821,578,315,239,93,247896,426,581.915493
48,844,454,244,224,106,194580,464,419.3534483
48,505,228,0,0,0,0,0,0
48,911,559,393,354,124,388278,557,697.0879713
48,909,618,324,272,131,109631,357,307.0896359
48,731,496,350,249,127,102442,448,228.6651786
48,702,476,373,343,113,354624,687,516.1921397
48,979,698,402,382,126,126560,603,209.8839138
48,655,442,256,215,114,154375,325,475
48,345,124,0,0,0,0,0,0
48,844,548,413,301,133,406236,630,644.8190476
48,903,547,382,329,181,411452,526,782.2281369
48,967,599,362,261,86,344945,370,932.2837838
48,823,520,344,296,154,191952,671,286.0685544
48,870,656,383,326,153,329036,648,507.7716049
48,724,358,240,199,88,81631,282,289.4716312
48,390,157,0,0,0,0,0,0
48,872,493,385,327,111,234570,625,375.312
48,1022,639,354,326,121,396433,377,1051.546419
48,844,595,346,339,170,137751,396,347.8560606
48,729,493,367,308,145,108484,453,239.4790287
48,1040,677,393,389,191,147576,717,205.8242678
48,742,468,255,235,138,60832,495,122.8929293
48,451,114,0,0,0,0,0,0
48,903,698,481,380,182,512300,498,1028.714859
48,1098,712,419,385,173,129330,704,183.7073864
48,749,498,371,349,129,288522,424,680.4764151
48,934,652,442,438,136,363816,572,636.041958
48,876,584,430,305,140,396384,511,775.702544
48,789,455,303,300,105,145324,309,470.3042071
48,549,218,0,0,0,0,0,0
48,954,581,421,362,188,220770,459,480.9803922
48,935,602,348,313,182,202930,581,349.2771084
48,729,498,370,289,118,363000,615,590.2439024
48,837,628,378,363,138,313635,559,561.0644007
48,920,635,388,349,119,219604,556,394.971223
48,901,551,270,189,77,162564,393,413.648855
48,514,208,0,0,0,0,0,0
48,984,775,501,466,149,525408,949,553.6438356
48,788,586,396,388,167,353804,770,459.4857143
48,841,623,436,388,124,419358,579,724.2797927
48,882,645,410,320,96,328592,563,583.6447602
48,760,559,436,327,160,398439,478,833.5543933
48,752,400,265,262,79,85032,357,238.1848739
48,447,199,0,0,0,0,0,0
48,999,695,416,291,105,242970,670,362.641791
48,944,578,342,342,157,413523,500,827.046
48,876,579,374,292,108,264192,607,435.2421746
48,952,591,360,252,111,200220,474,422.4050633
48,999,665,378,336,198,98921,493,200.6511156
48,601,348,244,176,93,70752,266,265.9849624
48,404,162,0,0,0,0,0,0
48,926,646,480,350,126,159104,810,196.4246914
48,940,597,428,308,160,354800,841,421.8787158
48,748,505,385,281,163,344070,549,626.7213115
48,961,632,355,295,103,296240,693,427.4747475
48,914,583,384,323,129,293410,580,505.8793103
48,861,518,267,219,109,165150,415,397.9518072
48,647,271,0,0,0,0,0,0
48,837,620,385,296,148,290666,474,613.2194093
48,745,478,357,318,111,178516,631,282.9096672
48,732,508,357,311,174,318126,511,622.555773
48,794,492,366,264,82,183427,452,405.8119469
48,753,504,367,286,126,376830,502,750.6573705
48,793,478,285,208,121,276345,570,484.8157895
48,456,224,0,0,0,0,0,0
48,860,612,445,320,144,344776,549,628.007286
48,753,540,427,325,127,160265,747,214.5448461
48,1020,670,481,467,182,436254,725,601.7296552
48,973,720,478,387,159,294408,644,457.1552795
48,340,122,0,0,0,0,0,0
48,902,519,332,239,136,323646,589,549.483871
48,591,236,0,0,0,0,0,0
48,1028,650,512,389,233,550074,644,854.1521739
48,903,639,391,383,146,279440,748,373.5828877
48,908,660,386,293,111,290248,474,612.3375527
48,919,699,456,424,225,188462,624,302.0224359
48,938,656,469,366,219,398438,915,435.4513661
48,776,541,276,196,90,141531,326,434.1441718
48,517,248,0,0,0,0,0,0
48,853,477,362,290,113,311516,637,489.0361068
48,731,499,351,267,101,86944,566,153.6113074
48,824,470,324,237,116,253170,581,435.7487091
48,772,558,390,367,183,230230,722,318.8781163
48,823,507,346,325,153,91326,543,168.1878453
48,672,384,255,189,104,256414,370,693.0108108
48,688,294,0,0,0,0,0,0
48,898,624,434,425,213,219861,456,482.1513158
48,876,507,346,298,161,405020,487,831.6632444
48,886,492,362,282,113,369971,369,1002.631436
48,945,633,395,359,194,123585,566,218.3480565
48,863,622,411,333,170,442124,651,679.1459293
48,804,472,285,217,102,197197,440,448.175
48,517,217,0,0,0,0,0,0
48,733,529,390,300,102,256303,410,625.1292683
48,809,472,357,250,80,320586,485,661.0020619
48,883,563,346,284,128,140712,378,372.2539683
48,922,609,405,385,115,117776,553,212.9764919
48,996,694,480,336,138,215500,764,282.0680628
48,810,545,299,290,148,197877,572,345.9388112
48,543,197,0,0,0,0,0,0
48,1176,799,520,494,267,376428,1008,373.4404762
48,1039,675,418,368,151,134168,565,237.4654867
48,939,642,371,297,125,98220,702,139.9145299
48,958,688,451,329,99,183960,531,346.440678
48,1044,670,430,323,135,197120,535,368.4485981
48,642,387,276,265,79,257439,345,746.2
48,432,160,0,0,0,0,0,0
48,840,634,464,376,154,212124,655,323.8534351
48,874,622,446,406,175,296810,737,402.7272727
48,946,638,403,375,131,280425,601,466.5973378
48,1062,708,431,315,157,486968,836,582.4976077
48,825,597,402,334,147,278005,427,651.0655738
48,783,495,332,286,171,245207,419,585.2195704
48,475,107,0,0,0,0,0,0
48,1035,732,453,444,155,356405,816,436.7708333
48,1039,696,404,295,177,316834,576,550.0590278
48,988,592,373,261,141,278235,376,739.9867021
48,801,554,399,379,174,267954,458,585.0524017
48,906,646,391,297,169,466800,407,1146.928747
48,781,508,287,258,98,141117,328,430.2347561
48,380,120,0,0,0,0,0,0
48,1117,778,501,501,165,287840,732,393.2240437
48,955,749,469,352,120,609453,548,1112.140511
48,1024,694,463,444,231,398960,528,755.6060606
48,1017,696,460,336,185,213101,620,343.7112903
48,1041,741,506,405,150,510500,975,523.5897436
48,819,611,397,349,192,365220,657,555.890411
48,434,202,0,0,0,0,0,0
48,1010,721,539,393,138,729603,806,905.2146402
48,1064,699,420,382,138,330680,800,413.35
48,1082,730,432,376,143,443700,765,580
48,923,574,460,354,191,534894,824,649.1432039
48,1056,766,508,386,147,590880,826,715.3510896
48,947,557,360,302,142,429048,384,1117.3125
48,602,290,0,0,0,0,0,0
48,888,549,433,333,200,158970,625,254.352
48,965,673,378,306,156,406448,658,617.7021277
48,732,516,399,319,121,258860,504,513.6111111
48,874,555,394,339,105,267900,551,486.2068966
48,877,617,394,390,195,322772,782,412.7519182
48,940,659,373,298,146,190944,422,452.4739336
48,523,226,0,0,0,0,0,0
48,952,711,539,404,198,527352,556,948.4748201
48,979,754,480,341,116,377775,580,651.3362069
48,918,627,452,366,139,429335,533,805.5065666
48,859,655,548,395,158,243036,878,276.8063781
48,997,762,524,398,163,226590,630,359.6666667
48,871,642,392,278,86,382204,690,553.9188406
48,573,262,0,0,0,0,0,0
48,1033,745,551,419,176,624976,971,643.6416066
48,1158,766,650,501,150,445176,1156,385.100346
48,767,453,287,218,81,181116,346,523.4566474
48,612,265,0,0,0,0,0,0
48,393,130,0,0,0,0,0,0
48,763,450,328,321,109,284210,453,627.3951435
48,476,124,0,0,0,0,0,0
48,842,565,443,319,121,179300,739,242.6251691
48,996,784,486,350,168,136653,947,144.3009504
48,653,433,270,189,106,270512,462,585.5238095
49,572,220,0,0,0,0,0,0
49,913,702,432,354,209,584541,774,755.2209302
49,965,712,450,383,119,218272,467,467.391863
49,1111,825,546,491,251,472710,1015,465.7241379
49,428,168,0,0,0,0,0,0
49,409,168,0,0,0,0,0,0
49,1252,1021,776,566,278,941285,1373,685.5680991
49,1171,779,549,412,189,940940,990,950.4444444
49,1134,806,576,449,148,258522,953,271.2717733
49,949,727,574,453,227,292200,734,398.0926431
49,1121,826,555,522,303,255306,710,359.5859155
49,660,282,0,0,0,0,0,0
49,914,591,434,430,172,413337,795,519.9207547
49,975,636,451,406,146,466312,620,752.116129
49,1002,668,410,332,123,424116,527,804.7741935
49,859,566,441,366,216,392100,772,507.9015544
49,852,598,450,383,210,632745,758,834.7559367
49,1178,802,535,439,254,667296,827,806.8875453
49,437,120,0,0,0,0,0,0
49,1287,938,641,513,226,1212316,1086,1116.313076
49,948,701,518,409,205,728400,643,1132.81493
49,1153,809,528,512,277,556125,959,579.9009385
49,900,655,464,380,205,275724,475,580.4715789
49,1174,850,551,545,289,593487,913,650.0405257
49,1081,804,536,488,283,635835,772,823.6204663
49,516,136,0,0,0,0,0,0
49,875,566,410,394,157,263835,531,496.8644068
49,905,583,386,371,215,427056,691,618.0260492
49,968,705,413,359,169,513950,532,966.0714286
49,826,535,409,356,121,367416,770,477.1636364
49,1047,782,494,371,159,241721,704,343.3536932
49,1018,713,555,549,313,287470,1047,274.565425
49,673,295,0,0,0,0,0,0
49,1198,928,668,548,301,684760,985,695.1878173
49,1006,679,562,422,126,572328,863,663.184241
49,968,765,526,458,169,834114,695,1200.164029
49,1055,818,522,522,219,300097,610,491.9622951
49,1145,883,622,529,275,424450,720,589.5138889
49,1163,798,600,522,287,818964,1164,703.5773196
49,483,257,0,0,0,0,0,0
49,956,704,437,358,136,629160,841,748.1093936
49,856,596,429,429,193,274023,697,393.1463415
49,1012,658,403,347,191,388024,796,487.4673367
49,1037,642,464,464,260,698640,470,1486.468085
49,1043,776,563,524,288,495460,854,580.1639344
49,938,645,520,499,205,699300,590,1185.254237
49,468,186,0,0,0,0,0,0
49,1266,878,592,485,282,304710,1138,267.7592267
49,854,639,533,442,234,683753,1007,679
49,864,578,474,398,155,456640,812,562.364532
49,987,733,491,368,110,379030,652,581.3343558
49,1005,653,542,450,243,255915,748,342.1323529
49,873,670,543,391,203,507417,971,522.5715757
49,413,138,0,0,0,0,0,0
49,867,556,427,303,118,322496,763,422.6684142
49,983,698,423,423,190,156064,487,320.4599589
49,928,666,448,381,183,466206,771,604.6770428
49,844,626,464,343,103,442720,838,528.3054893
49,1017,656,532,436,249,647101,792,817.0467172
49,1063,814,559,442,265,784972,924,849.5367965
49,582,243,0,0,0,0,0,0
49,1171,808,647,511,179,1146270,1042,1100.067179
49,1123,801,536,397,135,821118,1024,801.8730469
49,1070,802,535,498,189,291308,680,428.3941176
49,1081,688,469,352,179,254979,703,362.7012802
49,963,721,552,502,156,729912,804,907.8507463
49,962,658,512,481,270,255880,931,274.8442535
49,393,101,0,0,0,0,0,0
49,852,628,430,430,254,459432,762,602.9291339
49,994,667,436,327,114,476370,688,692.3982558
49,762,549,418,293,114,418115,719,581.5229485
49,1056,697,442,411,193,519700,539,964.1929499
49,1101,714,496,451,212,472500,661,714.8260212
49,898,675,560,543,315,826280,790,1045.924051
49,374,113,0,0,0,0,0,0
49,989,762,591,550,253,488320,998,489.2985972
49,940,731,516,408,212,531364,745,713.2402685
49,861,617,499,434,156,327400,644,508.3850932
49,1025,730,505,490,225,283878,627,452.7559809
49,967,749,556,539,270,597942,936,638.8269231
49,1216,844,546,388,159,428340,1004,426.6334661
49,356,145,0,0,0,0,0,0
49,955,608,483,425,234,381848,910,419.6131868
49,873,537,432,376,222,567736,859,660.9266589
49,834,544,443,381,210,603271,475,1270.044211
49,1089,756,484,484,198,414570,778,532.8663239
49,1111,785,507,497,278,227732,722,315.4182825
49,1062,827,536,525,284,606303,655,925.6534351
49,523,268,0,0,0,0,0,0
49,1246,878,643,572,275,1020031,723,1410.831259
49,1107,726,525,373,130,391068,692,565.1271676
49,983,645,515,453,181,526050,1009,521.35778
49,1013,707,537,532,271,428065,673,636.0549777
49,1088,738,552,469,169,571125,757,754.4583884
49,1076,787,569,461,226,838799,756,1109.522487
49,421,123,0,0,0,0,0,0
49,1047,691,419,369,173,501735,557,900.7809695
49,955,623,421,392,184,164832,559,294.8694097
49,997,651,444,426,136,367430,575,639.0086957
49,994,725,458,408,212,671104,804,834.7064677
49,966,662,491,442,168,653664,837,780.9605735
49,1013,694,539,383,203,694386,1040,667.6788462
49,493,284,0,0,0,0,0,0
49,1054,788,661,476,262,896984,1273,704.6221524
49,1119,827,687,556,262,743250,967,768.6142709
49,1329,930,656,649,221,406296,1175,345.7838298
49,1311,983,714,521,271,726624,872,833.2844037
49,425,166,0,0,0,0,0,0
49,1344,1116,866,753,407,356192,1328,268.2168675
49,528,240,0,0,0,0,0,0
49,331,125,0,0,0,0,0,0
49,975,731,493,429,176,625905,677,924.5273264
49,932,605,412,354,159,199080,452,440.4424779
49,761,532,383,368,140,388275,508,764.3208661
49,1042,686,485,422,198,315450,686,459.8396501
49,998,674,521,516,181,712013,671,1061.122206
49,446,144,0,0,0,0,0,0
49,1113,820,610,506,243,1022925,880,1162.414773
49,1124,743,625,600,234,774900,1202,644.6755408
49,1208,859,670,643,238,1005872,1031,975.6275461
49,413,202,0,0,0,0,0,0
49,1085,780,664,544,240,1146360,719,1594.381085
49,906,682,574,402,217,417144,941,443.2986185
49,460,101,0,0,0,0,0,0
49,1119,853,658,494,178,311372,1104,282.0398551
49,971,689,579,550,330,676782,891,759.5757576
49,987,650,524,451,207,399497,870,459.191954
49,1007,713,512,492,251,664905,791,840.5878635
49,1077,771,668,574,281,753333,861,874.9512195
49,1185,850,674,620,335,579550,849,682.6266196
49,483,113,0,0,0,0,0,0
49,1055,741,449,436,131,502336,492,1021.00813
49,933,705,475,385,185,490827,520,943.8980769
49,992,665,439,439,184,297920,444,670.990991
49,1031,666,401,381,213,525696,660,796.5090909
49,1021,751,496,372,182,255963,732,349.6762295
49,1092,739,517,507,213,323088,1014,318.6272189
49,391,178,0,0,0,0,0,0
49,1216,857,581,575,299,967239,629,1537.740859
49,953,690,524,393,165,324607,956,339.5470711
49,1049,731,570,570,308,617956,945,653.9216931
49,892,621,473,355,184,403648,677,596.2304284
49,1016,721,586,410,193,655918,1049,625.2793136
49,1192,826,573,441,199,608775,735,828.2653061
49,515,242,0,0,0,0,0,0
49,838,619,462,439,132,606585,582,1042.242268
49,1082,697,509,382,221,796770,878,907.4829157
49,1071,787,658,592,219,598506,1146,522.2565445
49,502,247,0,0,0,0,0,0
49,1058,730,614,614,184,1030635,1057,975.0567644
49,1051,682,531,393,118,854202,784,1089.543367
49,374,147,0,0,0,0,0,0
49,1105,905,673,491,226,1099600,909,1209.680968
49,977,744,596,441,251,302784,919,329.4711643
49,989,769,589,554,260,868620,1082,802.7911275
49,1011,688,526,500,275,813010,712,1141.867978
49,1225,886,626,557,234,607614,1146,530.2041885
49,1035,742,588,582,274,450856,1118,403.2701252
49,648,294,0,0,0,0,0,0
49,484,113,0,0,0,0,0,0
49,938,728,560,510,168,277019,1070,258.8962617
49,1078,708,487,453,226,318700,702,453.988604
49,1123,731,448,430,172,484330,812,596.4655172
49,997,752,524,435,130,442134,867,509.9584775
49,1061,778,560,448,143,771018,814,947.1965602
49,463,200,0,0,0,0,0,0
49,1019,789,600,432,181,1031794,1054,978.9316888
49,1063,694,566,521,187,440283,1016,433.3494094
49,1200,817,646,497,209,277884,1154,240.8006932
49,342,108,0,0,0,0,0,0
49,1250,904,689,531,286,829668,819,1013.025641
49,888,666,532,431,159,341955,857,399.0140023
49,474,224,0,0,0,0,0,0
49,926,561,460,322,164,660000,767,860.4954368
49,1021,656,446,415,166,420912,474,888
49,918,671,428,389,199,244200,748,326.4705882
49,926,580,362,257,116,216246,703,307.6045519
49,939,627,493,463,227,502386,850,591.0423529
49,935,691,577,462,203,389100,640,607.96875
49,498,140,0,0,0,0,0,0
49,1136,818,671,510,189,762696,854,893.0866511
49,1130,865,565,424,165,670875,612,1096.20098
49,1046,668,540,400,192,673740,660,1020.818182
49,1136,802,557,490,240,279718,1108,252.4530686
49,1025,654,501,396,174,522652,663,788.3137255
49,1024,804,561,438,210,666424,920,724.373913
49,389,136,0,0,0,0,0,0
49,968,627,496,362,159,238005,867,274.5155709
49,1129,735,483,338,105,655288,616,1063.779221
49,1000,619,432,337,108,162660,777,209.3436293
49,1060,699,504,479,153,578880,817,708.5434517
49,1095,705,519,363,214,233145,856,272.3656542
